code,year,povertyrate,povertytargetmet,gdppc,gdppc_need_baseline,ghgpc,ghgpc_need_baseline,ghgpc_need_energy,ghgpc_need_equality,targetgdppc_baseline,targetgdppc_equality
ABW,1991,,,33838.703,,,,,,35741.891,35741.891
ABW,1992,,,33930.121,,,,,,35741.891,35741.891
ABW,1993,,,34272.613,,,,,,35741.891,35741.891
ABW,1994,,,35048.91,,,,,,35741.891,35741.891
ABW,1995,,,34322.305,,,,,,35741.891,35741.891
ABW,1996,,,33524.363,,,,,,35741.891,35741.891
ABW,1997,,,34946.461,,,,,,35741.891,35741.891
ABW,1998,,,34895.27,,,,,,35741.891,35741.891
ABW,1999,,,34641.055,,,,,,35741.891,35741.891
ABW,2000,,,36517.652,,,,,,35741.891,35741.891
ABW,2001,,,37220.039,,,,,,35741.891,35741.891
ABW,2002,,,36048.609,,,,,,35741.891,35741.891
ABW,2003,,,35692.176,,,,,,35741.891,35741.891
ABW,2004,,,37620.852,,,,,,35741.891,35741.891
ABW,2005,,,36994.98,,,,,,35741.891,35741.891
ABW,2006,,,37118.707,,,,,,35741.891,35741.891
ABW,2007,,,38118.465,,,,,,35741.891,35741.891
ABW,2008,,,38765.258,,,,,,35741.891,35741.891
ABW,2009,,,34205.715,,,,,,35741.891,35741.891
ABW,2010,,,33201.305,,,,,,35741.891,35741.891
ABW,2011,,,34189.645,,,,,,35741.891,35741.891
ABW,2012,,,33665.758,,,,,,35741.891,35741.891
ABW,2013,,,35622.016,,,,,,35741.891,35741.891
ABW,2014,,,35405.035,,,,,,35741.891,35741.891
ABW,2015,,,36461.848,,,,,,35741.891,35741.891
ABW,2016,,,37046.879,,,,,,35741.891,35741.891
ABW,2017,,,38893.961,,,,,,35741.891,35741.891
ABW,2018,,,39206.355,,,,,,35741.891,35741.891
ABW,2019,,,38221.117,,,,,,35741.891,35741.891
ABW,2020,,,29563.758,,,,,,35741.891,35741.891
ABW,2021,,,34510.609,,,,,,35741.891,35741.891
ABW,2022,,,35741.891,35741.891,6.282511234283447,6.2825112,6.2825112,6.2825112,35741.891,35741.891
ABW,2023,,,36304.891,35741.891,,6.2679343,6.1606565,6.2679343,35741.891,35741.891
ABW,2024,,,36598.238,35741.891,,6.2533913,6.0411649,6.2533913,35741.891,35741.891
ABW,2025,,,36893.957,35741.891,,6.2388821,5.9239912,6.2388821,35741.891,35741.891
ABW,2026,,,37227.676,35741.891,,6.2244067,5.8090901,6.2244067,35741.891,35741.891
ABW,2027,,,37564.41,35741.891,,6.2099648,5.6964178,6.2099648,35741.891,35741.891
ABW,2028,,,37904.191,35741.891,,6.1955562,5.5859308,6.1955562,35741.891,35741.891
ABW,2029,,,38247.047,35741.891,,6.181181,5.4775867,6.181181,35741.891,35741.891
ABW,2030,,,38593,35741.891,,6.1668396,5.3713441,6.1668396,35741.891,35741.891
ABW,2031,,,38942.086,35741.891,,6.1525311,5.2671623,6.1525311,35741.891,35741.891
ABW,2032,,,39294.328,35741.891,,6.1382556,5.1650009,6.1382556,35741.891,35741.891
ABW,2033,,,39649.758,35741.891,,6.1240139,5.0648212,6.1240139,35741.891,35741.891
ABW,2034,,,40008.402,35741.891,,6.1098046,4.9665847,6.1098046,35741.891,35741.891
ABW,2035,,,40370.289,35741.891,,6.0956287,4.8702536,6.0956287,35741.891,35741.891
ABW,2036,,,40735.449,35741.891,,6.0814853,4.7757907,6.0814853,35741.891,35741.891
ABW,2037,,,41103.914,35741.891,,6.0673752,4.6831598,6.0673752,35741.891,35741.891
ABW,2038,,,41475.711,35741.891,,6.0532975,4.5923262,6.0532975,35741.891,35741.891
ABW,2039,,,41850.871,35741.891,,6.0392523,4.5032539,6.0392523,35741.891,35741.891
ABW,2040,,,42229.422,35741.891,,6.0252399,4.4159093,6.0252399,35741.891,35741.891
ABW,2041,,,42611.398,35741.891,,6.01126,4.3302588,6.01126,35741.891,35741.891
ABW,2042,,,42996.828,35741.891,,5.997313,4.2462697,5.997313,35741.891,35741.891
ABW,2043,,,43385.746,35741.891,,5.983398,4.1639094,5.983398,35741.891,35741.891
ABW,2044,,,43778.184,35741.891,,5.9695148,4.083147,5.9695148,35741.891,35741.891
ABW,2045,,,44174.168,35741.891,,5.9556642,4.0039506,5.9556642,35741.891,35741.891
ABW,2046,,,44573.734,35741.891,,5.9418459,3.9262905,5.9418459,35741.891,35741.891
ABW,2047,,,44976.914,35741.891,,5.9280596,3.8501368,5.9280596,35741.891,35741.891
ABW,2048,,,45383.742,35741.891,,5.9143052,3.77546,5.9143052,35741.891,35741.891
ABW,2049,,,45794.25,35741.891,,5.9005828,3.7022316,5.9005828,35741.891,35741.891
ABW,2050,,,46208.473,35741.891,,5.8868923,3.6304235,5.8868923,35741.891,35741.891
AFG,1991,,,1315.7394,,.18,,,,,
AFG,1992,,,1260.0514,,.11,,,,,
AFG,1993,,,863.65497,,.09,,,,,
AFG,1994,,,639.71179,,.08,,,,,
AFG,1995,,,945.08917,,.07,,,,,
AFG,1996,,,896.16522,,.06,,,,,
AFG,1997,,,852.00134,,.06,,,,,
AFG,1998,,,813.83691,,.05,,,,,
AFG,1999,,,774.44568,,.04,,,,,
AFG,2000,,,750.12909,,.04,,,,,
AFG,2001,,,731.17969,,.04,,,,,
AFG,2002,,,1189.7847,,.05,,,,,
AFG,2003,,,1235.8101,,.05,,,,,
AFG,2004,,,1200.278,,.04,,,,,
AFG,2005,,,1286.7937,,.06,,,,,
AFG,2006,,,1315.7891,,.08,,,,,
AFG,2007,,,1460.8258,,.08,,,,,
AFG,2008,,,1484.1145,,.15,,,,,
AFG,2009,,,1758.9044,,.2,,,,,
AFG,2010,,,1957.0291,,.28,,,,,
AFG,2011,,,1904.5599,,.34,,,,,
AFG,2012,,,2075.4917,,.31,,,,,
AFG,2013,,,2116.4653,,.24,,,,,
AFG,2014,,,2102.3845,,.2,,,,,
AFG,2015,,,2068.2659,,.24,,,,,
AFG,2016,,,2057.0679,,.21,,,,,
AFG,2017,,,2058.4001,,.19,,,,,
AFG,2018,,,2033.8044,,.22,,,,,
AFG,2019,,,2065.0361,,.22,,,,,
AFG,2020,,,1970.5602,,,,,,,
AFG,2021,,,,,,,,,,
AFG,2022,,,,,.1641631275415421,.16416313,.16416313,.16416313,,
AFG,2023,,,,,,.20680884,.20680884,.203463,,
AFG,2024,,,,,,.20687567,.20687567,.20023589,,
AFG,2025,,,,,,.20694241,.20694241,.19705994,,
AFG,2026,,,,,,.20700917,.20700917,.19393438,,
AFG,2027,,,,,,.20707595,.20707595,.19085845,,
AFG,2028,,,2302.752,2588.7517,,.20714277,.20714277,.18783125,,
AFG,2029,,,2353.8289,2702.1206,,.2072096,.2072096,.18485206,,
AFG,2030,,,2406.0388,2820.4541,,.20727645,.20727645,.18192014,,
AFG,2031,,,2459.4067,2943.9697,,.20734333,.20734333,.1790347,,
AFG,2032,,,2513.9585,3072.8945,,.20741032,.20741032,.17619504,,
AFG,2033,,,2569.7202,3207.4653,,.20747724,.20747724,.17340042,,
AFG,2034,,,2626.7188,3347.9294,,.20754418,.20754418,.17065011,,
AFG,2035,,,2684.9814,3494.5449,,.20761114,.20761114,.16794343,,
AFG,2036,,,2744.5366,3647.5811,,.20767812,.20767812,.16527975,,
AFG,2037,,,2805.4126,3807.3191,,.20774512,.20774512,.16265824,,
AFG,2038,,,2867.6389,3974.0525,,.20781215,.20781215,.16007833,,
AFG,2039,,,2931.2456,4148.0874,,.2078792,.2078792,.15753932,,
AFG,2040,,,2996.2629,4329.7441,,.20794627,.20794627,.15504059,,
AFG,2041,,,3062.7224,4519.356,,.20801336,.20801336,.1525815,,
AFG,2042,,,3130.656,4717.2715,,.20808066,.20808066,.15016142,,
AFG,2043,,,3200.0964,4923.8545,,.20814779,.20814779,.1477797,,
AFG,2044,,,3271.0771,5139.4839,,.20821495,.20821495,.14543577,,
AFG,2045,,,3343.6323,5364.5566,,.20828213,.20828213,.14312902,,
AFG,2046,,,3417.7969,5599.4858,,.20834933,.20834933,.14085886,,
AFG,2047,,,3493.6064,5844.7031,,.20841655,.20841655,.1386247,,
AFG,2048,,,3571.0974,6100.6592,,.20848379,.20848379,.13642597,,
AFG,2049,,,3650.3074,6367.8242,,.20855105,.20855105,.13426211,,
AFG,2050,,,3731.2742,6646.6895,,.20861834,.20861834,.13213259,,
AGO,1991,16.81088447570801,,5625.8687,,1.04,,,,25960.168,10678.127
AGO,1992,19.29244041442871,,5126.4644,,1.05,,,,25960.168,10678.127
AGO,1993,27.42064666748047,,3772.4741,,1.25,,,,25960.168,10678.127
AGO,1994,28.02437591552734,,3701.6311,,1.43,,,,25960.168,10678.127
AGO,1995,24.9032096862793,,4122.1191,,1.62,,,,25960.168,10678.127
AGO,1996,22.56472587585449,,4532.3848,,1.85,,,,25960.168,10678.127
AGO,1997,21.49350166320801,,4708.1445,,1.87,,,,25960.168,10678.127
AGO,1998,21.1312427520752,,4772.3984,,1.9,,,,25960.168,10678.127
AGO,1999,21.36056518554688,,4720.604,,1.91,,,,25960.168,10678.127
AGO,2000,21.49350166320801,,4707.9546,,1.73,,,,25960.168,10678.127
AGO,2001,22.61470031738281,,4746.6606,,1.63,,,,25960.168,10678.127
AGO,2002,21.40402030944824,,5218.6572,,1.59,,,,25960.168,10678.127
AGO,2003,23.14041709899902,,5196.1289,,1.59,,,,25960.168,10678.127
AGO,2004,22.19199180603027,,5569.4341,,1.62,,,,25960.168,10678.127
AGO,2005,19.71001434326172,,6183.8447,,1.54,,,,25960.168,10678.127
AGO,2006,18.03771781921387,,6652.8618,,1.56,,,,25960.168,10678.127
AGO,2007,15.20245838165283,,7310.8315,,1.6,,,,25960.168,10678.127
AGO,2008,14.01262760162354,,7831.4043,,1.73,,,,25960.168,10678.127
AGO,2009,15.65050220489502,,7611.5488,,1.71,,,,25960.168,10678.127
AGO,2010,16.49019622802734,,7693.7451,,1.75,,,,25960.168,10678.127
AGO,2011,17.65215873718262,,7676.6074,,1.69,,,,25960.168,10678.127
AGO,2012,17.89537048339844,,8037.7466,,1.61,,,,25960.168,10678.127
AGO,2013,18.68160438537598,,8141.2412,,1.64,,,,25960.168,10678.127
AGO,2014,19.55012512207031,,8240.3477,,1.66,,,,25960.168,10678.127
AGO,2015,21.52529716491699,,8036.6309,,1.73,,,,25960.168,10678.127
AGO,2016,23.60706520080566,,7569.2095,,1.62,,,,25960.168,10678.127
AGO,2017,26.51992607116699,,7310.8965,,1.43,,,,25960.168,10678.127
AGO,2018,30.38266754150391,,6982.1294,,1.26,,,,25960.168,10678.127
AGO,2019,32.19843292236328,,6712.0215,,1.23,,,,25960.168,10678.127
AGO,2020,,,6141.9639,,,,,,25960.168,10678.127
AGO,2021,,,5990.417,,,,,,25960.168,10678.127
AGO,2022,34.8,0,5982.6362,5982.6362,1.079799294471741,1.0797993,1.0797993,1.0797993,25960.168,10678.127
AGO,2023,,,6007.4321,6304.5981,,1.113348,1.082375,1.0832133,25960.168,10678.127
AGO,2024,,,6058.4966,6643.8867,,1.1479387,1.0849559,1.0866386,25960.168,10678.127
AGO,2025,,,6118.7485,7001.4346,,1.183604,1.0875429,1.0900738,25960.168,10678.127
AGO,2026,,,6184.3262,7378.2241,,1.2203774,1.0901359,1.0935208,25960.168,10678.127
AGO,2027,,,6239.895,7775.291,,1.2582935,1.0927353,1.0969785,25960.168,10678.127
AGO,2028,,,6295.9634,8193.7266,,1.2973875,1.0953408,1.1004465,25960.168,10678.127
AGO,2029,,,6352.5352,8634.6807,,1.3376969,1.0979532,1.1039262,25960.168,10678.127
AGO,2030,,,6409.6152,9099.3652,,1.3792579,1.1005712,1.1074162,25960.168,10678.127
AGO,2031,,,6467.2085,9589.0576,,1.4221101,1.1031954,1.1109179,25960.168,10678.127
AGO,2032,,,6525.3193,10105.104,,1.4662937,1.1058259,1.1144307,25960.168,10678.127
AGO,2033,,,6583.9521,10648.921,,1.51185,1.1084626,1.1179538,25960.168,10678.127
AGO,2034,,,6643.1118,11222.004,,1.5588228,1.1111063,1.1214889,25960.168,10678.127
AGO,2035,,,6702.8032,11825.928,,1.6072539,1.1137556,1.125035,25960.168,10678.127
AGO,2036,,,6763.0308,12462.353,,1.6571897,1.1164113,1.1285918,25960.168,10678.127
AGO,2037,,,6823.7993,13133.027,,1.7086772,1.1190733,1.1321604,25960.168,10678.127
AGO,2038,,,6885.1143,13839.795,,1.7617642,1.1217415,1.1357404,25960.168,10678.127
AGO,2039,,,6946.98,14584.599,,1.8165017,1.1244169,1.139331,25960.168,10678.127
AGO,2040,,,7009.4014,15369.484,,1.8729388,1.127098,1.1429336,25960.168,10678.127
AGO,2041,,,7072.3838,16196.609,,1.9311292,1.1297854,1.1465468,25960.168,10678.127
AGO,2042,,,7135.9321,17068.248,,1.9911276,1.1324793,1.1501724,25960.168,10678.127
AGO,2043,,,7200.0518,17986.795,,2.05299,1.1351796,1.1538092,25960.168,10678.127
AGO,2044,,,7264.7476,18954.773,,2.1167746,1.1378863,1.1574569,25960.168,10678.127
AGO,2045,,,7330.0244,19974.846,,2.1825421,1.1406002,1.1611168,25960.168,10678.127
AGO,2046,,,7395.8877,21049.814,,2.2503517,1.1433198,1.1647884,25960.168,10678.127
AGO,2047,,,7462.3428,22182.633,,2.3202682,1.1460459,1.1684707,25960.168,10678.127
AGO,2048,,,7529.395,23376.416,,2.3923566,1.1487786,1.1721655,25960.168,10678.127
AGO,2049,,,7597.0498,24634.443,,2.4666865,1.1515185,1.1758711,25960.168,10678.127
AGO,2050,,,7665.3125,25960.172,,2.5433242,1.1542642,1.1795894,25960.168,10678.127
ALB,1991,4.063257217407227,,3496.3745,,1.3,,,,15135.454,15135.454
ALB,1992,5.2276611328125,,3264.8254,,.77,,,,15135.454,15135.454
ALB,1993,3.534701347351074,,3598.8154,,.7,,,,15135.454,15135.454
ALB,1994,2.312155723571777,,3921.6206,,.7,,,,15135.454,15135.454
ALB,1995,.96058589220047,,4471.6079,,.63,,,,15135.454,15135.454
ALB,1996,.5348460078239441,,4908.9395,,.63,,,,15135.454,15135.454
ALB,1997,2.044679164886475,,4400.3188,,.5,,,,15135.454,15135.454
ALB,1998,2.78254246711731,,4819.0747,,.61,,,,15135.454,15135.454
ALB,1999,2.472571611404419,,5474.8579,,.98,,,,15135.454,15135.454
ALB,2000,1.801815509796143,,5892.5903,,1.04,,,,15135.454,15135.454
ALB,2001,1.469133734703064,,6441.4497,,1.1,,,,15135.454,15135.454
ALB,2002,1.092647433280945,,6753.8906,,1.28,,,,15135.454,15135.454
ALB,2003,.8152432441711426,,7154.0054,,1.3,,,,15135.454,15135.454
ALB,2004,.7631878852844238,,7580.1387,,1.38,,,,15135.454,15135.454
ALB,2005,.59108567237854,,8040.0928,,1.32,,,,15135.454,15135.454
ALB,2006,.3999570906162262,,8568.5615,,1.32,,,,15135.454,15135.454
ALB,2007,.2874868214130402,,9150.1299,,1.32,,,,15135.454,15135.454
ALB,2008,.1999251395463943,,9912.1621,,1.31,,,,15135.454,15135.454
ALB,2009,.3468783795833588,,10313.916,,1.34,,,,15135.454,15135.454
ALB,2010,.4513000249862671,,10749.481,,1.4,,,,15135.454,15135.454
ALB,2011,.515499472618103,,11052.794,,1.48,,,,15135.454,15135.454
ALB,2012,.6206908822059631,,11227.967,,1.25,,,,15135.454,15135.454
ALB,2013,.9267299771308899,,11361.269,,1.31,,,,15135.454,15135.454
ALB,2014,1.023100733757019,,11586.834,,1.48,,,,15135.454,15135.454
ALB,2015,.1206210628151894,,11878.454,,1.38,,,,15135.454,15135.454
ALB,2016,.1393031626939774,,12291.859,,1.33,,,,15135.454,15135.454
ALB,2017,.3925699293613434,,12770.964,,1.56,,,,15135.454,15135.454
ALB,2018,.0481070466339588,,13317.093,,1.56,,,,15135.454,15135.454
ALB,2019,0,,13653.201,,1.47,,,,15135.454,15135.454
ALB,2020,,,13253.733,,,,,,15135.454,15135.454
ALB,2021,,,14520.111,,,,,,15135.454,15135.454
ALB,2022,0,1,15135.454,15135.454,1.571847677230835,1.5718477,1.5718477,1.5718477,15135.454,15135.454
ALB,2023,,,15557.045,15135.454,,1.5792458,1.5678521,1.5792458,15135.454,15135.454
ALB,2024,,,16104.233,15135.454,,1.5866787,1.5638667,1.5866787,15135.454,15135.454
ALB,2025,,,16673.332,15135.454,,1.5941467,1.5598913,1.5941467,15135.454,15135.454
ALB,2026,,,17298.748,15135.454,,1.6016498,1.5559262,1.6016498,15135.454,15135.454
ALB,2027,,,17951.809,15135.454,,1.6091882,1.5519711,1.6091882,15135.454,15135.454
ALB,2028,,,18629.523,15135.454,,1.616762,1.548026,1.616762,15135.454,15135.454
ALB,2029,,,19332.824,15135.454,,1.6243715,1.544091,1.6243715,15135.454,15135.454
ALB,2030,,,20062.676,15135.454,,1.6320169,1.5401659,1.6320169,15135.454,15135.454
ALB,2031,,,20820.08,15135.454,,1.6396981,1.5362508,1.6396981,15135.454,15135.454
ALB,2032,,,21606.078,15135.454,,1.6474156,1.5323458,1.6474156,15135.454,15135.454
ALB,2033,,,22421.748,15135.454,,1.6551695,1.5284506,1.6551695,15135.454,15135.454
ALB,2034,,,23268.211,15135.454,,1.6629597,1.5245653,1.6629597,15135.454,15135.454
ALB,2035,,,24146.631,15135.454,,1.6707866,1.52069,1.6707866,15135.454,15135.454
ALB,2036,,,25058.213,15135.454,,1.6786505,1.5168244,1.6786505,15135.454,15135.454
ALB,2037,,,26004.207,15135.454,,1.6865512,1.5129687,1.6865512,15135.454,15135.454
ALB,2038,,,26985.916,15135.454,,1.6944892,1.5091227,1.6944892,15135.454,15135.454
ALB,2039,,,28004.686,15135.454,,1.7024646,1.5052866,1.7024646,15135.454,15135.454
ALB,2040,,,29061.916,15135.454,,1.7104775,1.5014602,1.7104775,15135.454,15135.454
ALB,2041,,,30159.059,15135.454,,1.718528,1.4976435,1.718528,15135.454,15135.454
ALB,2042,,,31297.621,15135.454,,1.7266165,1.4938365,1.7266165,15135.454,15135.454
ALB,2043,,,32479.166,15135.454,,1.7347431,1.4900392,1.7347431,15135.454,15135.454
ALB,2044,,,33705.316,15135.454,,1.7429079,1.4862516,1.7429079,15135.454,15135.454
ALB,2045,,,34977.758,15135.454,,1.7511111,1.4824736,1.7511111,15135.454,15135.454
ALB,2046,,,36298.234,15135.454,,1.7593529,1.4787052,1.7593529,15135.454,15135.454
ALB,2047,,,37668.563,15135.454,,1.7676336,1.4749464,1.7676336,15135.454,15135.454
ALB,2048,,,39090.621,15135.454,,1.7759532,1.4711971,1.7759532,15135.454,15135.454
ALB,2049,,,40566.367,15135.454,,1.784312,1.4674574,1.784312,15135.454,15135.454
ALB,2050,,,42097.824,15135.454,,1.7927101,1.4637271,1.7927101,15135.454,15135.454
AND,1991,,,,,7.18,,,,55554.98,55554.98
AND,1992,,,,,6.91,,,,55554.98,55554.98
AND,1993,,,,,6.73,,,,55554.98,55554.98
AND,1994,,,,,6.49,,,,55554.98,55554.98
AND,1995,,,,,6.66,,,,55554.98,55554.98
AND,1996,,,,,7.06,,,,55554.98,55554.98
AND,1997,,,,,7.23,,,,55554.98,55554.98
AND,1998,,,,,7.65,,,,55554.98,55554.98
AND,1999,,,,,7.97,,,,55554.98,55554.98
AND,2000,,,,,8.01,,,,55554.98,55554.98
AND,2001,,,,,7.78,,,,55554.98,55554.98
AND,2002,,,,,7.58,,,,55554.98,55554.98
AND,2003,,,,,7.31,,,,55554.98,55554.98
AND,2004,,,,,7.35,,,,55554.98,55554.98
AND,2005,,,,,7.29,,,,55554.98,55554.98
AND,2006,,,,,6.74,,,,55554.98,55554.98
AND,2007,,,,,6.51,,,,55554.98,55554.98
AND,2008,,,,,6.42,,,,55554.98,55554.98
AND,2009,,,,,6.12,,,,55554.98,55554.98
AND,2010,,,60467.09,,6.12,,,,55554.98,55554.98
AND,2011,,,60911.09,,5.86,,,,55554.98,55554.98
AND,2012,,,57892.719,,5.91,,,,55554.98,55554.98
AND,2013,,,55672.922,,5.9,,,,55554.98,55554.98
AND,2014,,,56578.789,,5.83,,,,55554.98,55554.98
AND,2015,,,56460.539,,5.97,,,,55554.98,55554.98
AND,2016,,,57455.309,,6.07,,,,55554.98,55554.98
AND,2017,,,56352.199,,6.04,,,,55554.98,55554.98
AND,2018,,,56208.172,,6.42,,,,55554.98,55554.98
AND,2019,,,56330.949,,6.51,,,,55554.98,55554.98
AND,2020,,,49728.238,,,,,,55554.98,55554.98
AND,2021,,,53143.211,,,,,,55554.98,55554.98
AND,2022,,,55554.98,55554.98,6.946567058563232,6.9465671,6.9465671,6.9465671,55554.98,55554.98
AND,2023,,,55583.129,55554.98,,6.9184942,6.811832,6.9184942,55554.98,55554.98
AND,2024,,,55829.371,55554.98,,6.8905349,6.6797109,6.8905349,55554.98,55554.98
AND,2025,,,55912.422,55554.98,,6.8626885,6.5501518,6.8626885,55554.98,55554.98
AND,2026,,,55776.219,55554.98,,6.8349547,6.4231057,6.8349547,55554.98,55554.98
AND,2027,,,55530.93,55554.98,,6.8073335,6.2985239,6.8073335,55554.98,55554.98
AND,2028,,,55286.719,55554.98,,6.7798233,6.1763587,6.7798233,55554.98,55554.98
AND,2029,,,55043.582,55554.98,,6.7524242,6.0565629,6.7524242,55554.98,55554.98
AND,2030,,,54801.516,55554.98,,6.7251363,5.9390907,6.7251363,55554.98,55554.98
AND,2031,,,54560.512,55554.98,,6.6979585,5.8238969,6.6979585,55554.98,55554.98
AND,2032,,,54320.57,55554.98,,6.6708903,5.710937,6.6708903,55554.98,55554.98
AND,2033,,,54081.684,55554.98,,6.6439319,5.6001682,6.6439319,55554.98,55554.98
AND,2034,,,53843.848,55554.98,,6.6170821,5.4915481,6.6170821,55554.98,55554.98
AND,2035,,,53607.059,55554.98,,6.5903411,5.385035,6.5903411,55554.98,55554.98
AND,2036,,,53371.309,55554.98,,6.5637078,5.2805872,6.5637078,55554.98,55554.98
AND,2037,,,53136.594,55554.98,,6.5371823,5.1781659,6.5371823,55554.98,55554.98
AND,2038,,,52902.914,55554.98,,6.5107641,5.0777307,6.5107641,55554.98,55554.98
AND,2039,,,52670.262,55554.98,,6.4844527,4.9792438,6.4844527,55554.98,55554.98
AND,2040,,,52438.633,55554.98,,6.4582477,4.8826671,6.4582477,55554.98,55554.98
AND,2041,,,52208.023,55554.98,,6.432148,4.7879634,6.432148,55554.98,55554.98
AND,2042,,,51978.426,55554.98,,6.4061546,4.6950965,6.4061546,55554.98,55554.98
AND,2043,,,51749.84,55554.98,,6.3802657,4.6040311,6.3802657,55554.98,55554.98
AND,2044,,,51522.258,55554.98,,6.3544817,4.5147319,6.3544817,55554.98,55554.98
AND,2045,,,51295.676,55554.98,,6.3288016,4.4271646,6.3288016,55554.98,55554.98
AND,2046,,,51070.09,55554.98,,6.3032255,4.3412957,6.3032255,55554.98,55554.98
AND,2047,,,50845.496,55554.98,,6.2777524,4.2570925,6.2777524,55554.98,55554.98
AND,2048,,,50621.891,55554.98,,6.2523828,4.1745229,6.2523828,55554.98,55554.98
AND,2049,,,50399.27,55554.98,,6.2271156,4.093554,6.2271156,55554.98,55554.98
AND,2050,,,50177.625,55554.98,,6.2019501,4.0141559,6.2019501,55554.98,55554.98
ARE,1991,0,,106103.55,,39.06,,,,64748.125,64748.125
ARE,1992,0,,103470.92,,35.78,,,,64748.125,64748.125
ARE,1993,0,,98978.477,,35.71,,,,64748.125,64748.125
ARE,1994,0,,100213.16,,37.29,,,,64748.125,64748.125
ARE,1995,0,,101570.99,,37.36,,,,64748.125,64748.125
ARE,1996,0,,102211.64,,37.18,,,,64748.125,64748.125
ARE,1997,0,,105109,,36.61,,,,64748.125,64748.125
ARE,1998,0,,100100.44,,35.18,,,,64748.125,64748.125
ARE,1999,0,,97698.539,,33.93,,,,64748.125,64748.125
ARE,2000,0,,102494.71,,32.24,,,,64748.125,64748.125
ARE,2001,0,,98621.539,,34.52,,,,64748.125,64748.125
ARE,2002,0,,95909.148,,33,,,,64748.125,64748.125
ARE,2003,0,,97795.023,,32.68,,,,64748.125,64748.125
ARE,2004,0,,97757.852,,31.38,,,,64748.125,64748.125
ARE,2005,0,,90894.898,,29.43,,,,64748.125,64748.125
ARE,2006,0,,86425.898,,26.41,,,,64748.125,64748.125
ARE,2007,0,,76620.313,,24.14,,,,64748.125,64748.125
ARE,2008,0,,68798.422,,24.21,,,,64748.125,64748.125
ARE,2009,0,,58374.617,,21.71,,,,64748.125,64748.125
ARE,2010,0,,54921.797,,20.94,,,,64748.125,64748.125
ARE,2011,0,,56122.578,,20.6,,,,64748.125,64748.125
ARE,2012,0,,57389.32,,21.42,,,,64748.125,64748.125
ARE,2013,0,,59920.152,,22.35,,,,64748.125,64748.125
ARE,2014,0,,62452.184,,22.09,,,,64748.125,64748.125
ARE,2015,0,,65267.414,,23.3,,,,64748.125,64748.125
ARE,2016,0,,66510.891,,23.71,,,,64748.125,64748.125
ARE,2017,0,,67183.602,,22.81,,,,64748.125,64748.125
ARE,2018,0,,66968.219,,20.29,,,,64748.125,64748.125
ARE,2019,0,,68263.672,,21.34,,,,64748.125,64748.125
ARE,2020,,,63299.422,,,,,,64748.125,64748.125
ARE,2021,,,63791.07,,,,,,64748.125,64748.125
ARE,2022,0,1,64748.125,64748.125,19.13062858581543,19.130629,19.130629,19.130629,64748.125,64748.125
ARE,2023,,,66145.914,64748.125,,18.610462,18.410944,18.610462,64748.125,64748.125
ARE,2024,,,67690.961,64748.125,,18.187155,17.79928,18.187155,64748.125,64748.125
ARE,2025,,,69280.445,64748.125,,17.773476,17.207937,17.773476,64748.125,64748.125
ARE,2026,,,71001.289,64748.125,,17.369207,16.636242,17.369207,64748.125,64748.125
ARE,2027,,,72920.648,64748.125,,16.974133,16.083538,16.974133,64748.125,64748.125
ARE,2028,,,74891.891,64748.125,,16.588043,15.549197,16.588043,64748.125,64748.125
ARE,2029,,,76916.422,64748.125,,16.210737,15.032609,16.210737,64748.125,64748.125
ARE,2030,,,78995.68,64748.125,,15.842013,14.533183,15.842013,64748.125,64748.125
ARE,2031,,,81131.148,64748.125,,15.481676,14.050349,15.481676,64748.125,64748.125
ARE,2032,,,83324.344,64748.125,,15.129536,13.583557,15.129536,64748.125,64748.125
ARE,2033,,,85576.828,64748.125,,14.785404,13.132273,14.785404,64748.125,64748.125
ARE,2034,,,87890.203,64748.125,,14.4491,12.695981,14.4491,64748.125,64748.125
ARE,2035,,,90266.117,64748.125,,14.120445,12.274185,14.120445,64748.125,64748.125
ARE,2036,,,92706.258,64748.125,,13.799267,11.866402,13.799267,64748.125,64748.125
ARE,2037,,,95212.359,64748.125,,13.485393,11.472166,13.485393,64748.125,64748.125
ARE,2038,,,97786.211,64748.125,,13.178658,11.091028,13.178658,64748.125,64748.125
ARE,2039,,,100429.64,64748.125,,12.878901,10.722553,12.878901,64748.125,64748.125
ARE,2040,,,103144.53,64748.125,,12.585961,10.36632,12.585961,64748.125,64748.125
ARE,2041,,,105932.81,64748.125,,12.299685,10.02192,12.299685,64748.125,64748.125
ARE,2042,,,108796.47,64748.125,,12.019921,9.6889639,12.019921,64748.125,64748.125
ARE,2043,,,111737.54,64748.125,,11.74652,9.3670692,11.74652,64748.125,64748.125
ARE,2044,,,114758.11,64748.125,,11.479338,9.0558681,11.479338,64748.125,64748.125
ARE,2045,,,117860.34,64748.125,,11.218232,8.7550068,11.218232,64748.125,64748.125
ARE,2046,,,121046.42,64748.125,,10.963066,8.4641409,10.963066,64748.125,64748.125
ARE,2047,,,124318.64,64748.125,,10.713703,8.1829376,10.713703,64748.125,64748.125
ARE,2048,,,127679.31,64748.125,,10.470013,7.9110775,10.470013,64748.125,64748.125
ARE,2049,,,131130.83,64748.125,,10.231866,7.6482491,10.231866,64748.125,64748.125
ARE,2050,,,134675.66,64748.125,,9.999135,7.3941526,9.999135,64748.125,64748.125
