code,year,povertyrate,povertytargetmet,gdppc,gdppc_need_baseline,ghgpc,ghgpc_need_baseline,ghgpc_need_energy,ghgpc_need_equality,targetgdppc_baseline,targetgdppc_equality
LUX,1999,0,,94115.383,,17.68,,,,118963.42,118963.42
LUX,2000,0,,99301.523,,18.87,,,,118963.42,118963.42
LUX,2001,.0239155627787113,,101143.15,,20.08,,,,118963.42,118963.42
LUX,2002,.0478311255574226,,103317.33,,21.44,,,,118963.42,118963.42
LUX,2003,.0717466920614243,,104743,,22.26,,,,118963.42,118963.42
LUX,2004,.0181923322379589,,107634.84,,25.01,,,,118963.42,118963.42
LUX,2005,.0346940495073795,,108632.36,,25.2,,,,118963.42,118963.42
LUX,2006,0,,113346.04,,24.38,,,,118963.42,118963.42
LUX,2007,.0219162236899137,,120647.82,,22.76,,,,118963.42,118963.42
LUX,2008,0,,118154.66,,22.23,,,,118963.42,118963.42
LUX,2009,.0441110245883465,,112230.08,,20.68,,,,118963.42,118963.42
LUX,2010,0,,114343.98,,21.47,,,,118963.42,118963.42
LUX,2011,.117579348385334,,112998.39,,20.7,,,,118963.42,118963.42
LUX,2012,.0436189472675323,,112137.13,,19.82,,,,118963.42,118963.42
LUX,2013,.0891033113002777,,113050.66,,18.38,,,,118963.42,118963.42
LUX,2014,.1399249136447906,,113313.58,,17.06,,,,118963.42,118963.42
LUX,2015,.3001245260238647,,113182.73,,15.8,,,,118963.42,118963.42
LUX,2016,.117219515144825,,116283.7,,14.94,,,,118963.42,118963.42
LUX,2017,.283129870891571,,114985.84,,14.8,,,,118963.42,118963.42
LUX,2018,.2848178446292877,,115049.93,,15.07,,,,118963.42,118963.42
LUX,2019,.1011874675750732,,116518.27,,15.01,,,,118963.42,118963.42
LUX,2020,,,112557.31,,,,,,118963.42,118963.42
LUX,2021,,,118680.05,,,,,,118963.42,118963.42
LUX,2022,0,1,118963.42,118963.42,12.59071254730225,12.590713,12.590713,12.590713,118963.42,118963.42
LUX,2023,,,118661.63,118963.42,,12.036657,11.998332,12.036657,118963.42,118963.42
LUX,2024,,,120026.02,118963.42,,11.506983,11.433823,11.506983,118963.42,118963.42
LUX,2025,,,121320.65,118963.42,,11.000617,10.895873,11.000617,118963.42,118963.42
LUX,2026,,,122678.67,118963.42,,10.516534,10.383233,10.516534,118963.42,118963.42
LUX,2027,,,124036.09,118963.42,,10.053753,9.8947124,10.053753,118963.42,118963.42
LUX,2028,,,125408.52,118963.42,,9.6113367,9.4291763,9.6113367,118963.42,118963.42
LUX,2029,,,126796.14,118963.42,,9.1883888,8.9855433,9.1883888,118963.42,118963.42
LUX,2030,,,128199.12,118963.42,,8.7840528,8.5627823,8.7840528,118963.42,118963.42
LUX,2031,,,129617.62,118963.42,,8.3975096,8.1599121,8.3975096,118963.42,118963.42
LUX,2032,,,131051.81,118963.42,,8.027976,7.7759962,8.027976,118963.42,118963.42
LUX,2033,,,132501.88,118963.42,,7.6747046,7.4101434,7.6747046,118963.42,118963.42
LUX,2034,,,133967.98,118963.42,,7.3369784,7.0615039,7.3369784,118963.42,118963.42
LUX,2035,,,135450.31,118963.42,,7.0141139,6.7292671,7.0141139,118963.42,118963.42
LUX,2036,,,136949.05,118963.42,,6.7054572,6.412662,6.7054572,118963.42,118963.42
LUX,2037,,,138464.36,118963.42,,6.4103827,6.1109529,6.4103827,118963.42,118963.42
LUX,2038,,,139996.44,118963.42,,6.128293,5.8234386,6.128293,118963.42,118963.42
LUX,2039,,,141545.47,118963.42,,5.8586168,5.5494514,5.8586168,118963.42,118963.42
LUX,2040,,,143111.64,118963.42,,5.6008081,5.2883554,5.6008081,118963.42,118963.42
LUX,2041,,,144695.14,118963.42,,5.3543439,5.0395436,5.3543439,118963.42,118963.42
LUX,2042,,,146296.16,118963.42,,5.1187253,4.8024383,5.1187253,118963.42,118963.42
LUX,2043,,,147914.89,118963.42,,4.8934755,4.5764885,4.8934755,118963.42,118963.42
LUX,2044,,,149551.53,118963.42,,4.6781378,4.3611693,4.6781378,118963.42,118963.42
LUX,2045,,,151206.28,118963.42,,4.4722757,4.1559806,4.4722757,118963.42,118963.42
LUX,2046,,,152879.34,118963.42,,4.2754726,3.9604459,4.2754726,118963.42,118963.42
LUX,2047,,,154570.92,118963.42,,4.0873303,3.7741108,4.0873303,118963.42,118963.42
LUX,2048,,,156281.22,118963.42,,3.9074669,3.5965428,3.9074669,118963.42,118963.42
LUX,2049,,,158010.44,118963.42,,3.7355185,3.4273291,3.7355185,118963.42,118963.42
LUX,2050,,,159758.8,118963.42,,3.5711365,3.2660766,3.5711365,118963.42,118963.42
LVA,1991,0,,14807.164,,6.77,,,,32556.67,32556.67
LVA,1992,0,,10116.427,,5.55,,,,32556.67,32556.67
LVA,1993,.0161022953689098,,8990.1279,,4.84,,,,32556.67,32556.67
LVA,1994,.2940198183059692,,9332.0283,,4.28,,,,32556.67,32556.67
LVA,1995,.0305729694664478,,9600.8496,,3.84,,,,32556.67,32556.67
LVA,1996,1.765589237213135,,9960.8896,,3.88,,,,32556.67,32556.67
LVA,1997,2.197101593017578,,10949.725,,3.71,,,,32556.67,32556.67
LVA,1998,1.75643527507782,,11753.8,,3.57,,,,32556.67,32556.67
LVA,1999,1.497473120689392,,12176.465,,3.34,,,,32556.67,32556.67
LVA,2000,1.379023671150208,,12992.204,,3.12,,,,32556.67,32556.67
LVA,2001,1.221308588981628,,13993.953,,3.35,,,,32556.67,32556.67
LVA,2002,.717194139957428,,15160.842,,3.38,,,,32556.67,32556.67
LVA,2003,.6044631004333496,,16597.389,,3.51,,,,32556.67,32556.67
LVA,2004,.2844455242156982,,18169.184,,3.56,,,,32556.67,32556.67
LVA,2005,2.362021684646606,,20334.6,,3.65,,,,32556.67,32556.67
LVA,2006,1.553331613540649,,22977.479,,3.87,,,,32556.67,32556.67
LVA,2007,.0213054288178682,,25469.156,,4.06,,,,32556.67,32556.67
LVA,2008,.0271271876990795,,24903.594,,3.89,,,,32556.67,32556.67
LVA,2009,.3549313843250275,,21710.768,,3.62,,,,32556.67,32556.67
LVA,2010,1.732676386833191,,21176.279,,4.09,,,,32556.67,32556.67
LVA,2011,1.028608560562134,,22118.41,,3.79,,,,32556.67,32556.67
LVA,2012,1.067699432373047,,23970.436,,3.69,,,,32556.67,32556.67
LVA,2013,1.16537868976593,,24715.721,,3.68,,,,32556.67,32556.67
LVA,2014,.7913559079170227,,25423.645,,3.64,,,,32556.67,32556.67
LVA,2015,.6503109931945801,,26628.459,,3.7,,,,32556.67,32556.67
LVA,2016,.6469512581825256,,27509.174,,3.71,,,,32556.67,32556.67
LVA,2017,.797217845916748,,28673.563,,3.7,,,,32556.67,32556.67
LVA,2018,.3600024282932281,,30050.717,,4.02,,,,32556.67,32556.67
LVA,2019,.2391007989645004,,31012.135,,3.93,,,,32556.67,32556.67
LVA,2020,,,30053.264,,,,,,32556.67,32556.67
LVA,2021,,,31688.527,,,,,,32556.67,32556.67
LVA,2022,.1,1,32556.67,32556.67,3.697735786437988,3.6977358,3.6977358,3.6977358,32556.67,32556.67
LVA,2023,,,33146.395,32556.67,,3.633569,3.6253722,3.633569,32556.67,32556.67
LVA,2024,,,34338.063,32556.67,,3.5705159,3.5544248,3.5705159,32556.67,32556.67
LVA,2025,,,35562.68,32556.67,,3.5085568,3.4848659,3.5085568,32556.67,32556.67
LVA,2026,,,36834.246,32556.67,,3.4476731,3.4166682,3.4476731,32556.67,32556.67
LVA,2027,,,38154.578,32556.67,,3.3878458,3.3498049,3.3878458,32556.67,32556.67
LVA,2028,,,39522.238,32556.67,,3.3290565,3.2842503,3.3290565,32556.67,32556.67
LVA,2029,,,40938.922,32556.67,,3.2712874,3.2199786,3.2712874,32556.67,32556.67
LVA,2030,,,42406.387,32556.67,,3.2145209,3.1569645,3.2145209,32556.67,32556.67
LVA,2031,,,43926.453,32556.67,,3.1587396,3.0951838,3.1587396,32556.67,32556.67
LVA,2032,,,45501.008,32556.67,,3.1039259,3.0346119,3.1039259,32556.67,32556.67
LVA,2033,,,47132,32556.67,,3.0500638,2.9752257,3.0500638,32556.67,32556.67
LVA,2034,,,48821.457,32556.67,,2.9971361,2.9170015,2.9971361,32556.67,32556.67
LVA,2035,,,50571.473,32556.67,,2.945127,2.8599167,2.945127,32556.67,32556.67
LVA,2036,,,52384.219,32556.67,,2.8940203,2.8039489,2.8940203,32556.67,32556.67
LVA,2037,,,54261.941,32556.67,,2.8438005,2.7490766,2.8438005,32556.67,32556.67
LVA,2038,,,56206.973,32556.67,,2.7944522,2.6952779,2.7944522,32556.67,32556.67
LVA,2039,,,58221.723,32556.67,,2.74596,2.6425321,2.74596,32556.67,32556.67
LVA,2040,,,60308.695,32556.67,,2.6983094,2.5908186,2.6983094,32556.67,32556.67
LVA,2041,,,62470.473,32556.67,,2.6514859,2.5401173,2.6514859,32556.67,32556.67
LVA,2042,,,64709.742,32556.67,,2.6054747,2.4904079,2.6054747,32556.67,32556.67
LVA,2043,,,67029.281,32556.67,,2.560262,2.4416714,2.560262,32556.67,32556.67
LVA,2044,,,69431.961,32556.67,,2.5158339,2.3938887,2.5158339,32556.67,32556.67
LVA,2045,,,71920.766,32556.67,,2.4721768,2.3470409,2.4721768,32556.67,32556.67
LVA,2046,,,74498.781,32556.67,,2.4292772,2.30111,2.4292772,32556.67,32556.67
LVA,2047,,,77169.211,32556.67,,2.3871219,2.256078,2.3871219,32556.67,32556.67
LVA,2048,,,79935.359,32556.67,,2.3456984,2.2119274,2.3456984,32556.67,32556.67
LVA,2049,,,82800.664,32556.67,,2.3049936,2.1686406,2.3049936,32556.67,32556.67
LVA,2050,,,85768.672,32556.67,,2.2649951,2.1262009,2.2649951,32556.67,32556.67
MAC,1991,,,49155.68,,,,,,51085.563,51085.563
MAC,1992,,,54358.105,,,,,,51085.563,51085.563
MAC,1993,,,55959.172,,,,,,51085.563,51085.563
MAC,1994,,,57163.684,,,,,,51085.563,51085.563
MAC,1995,,,57866.699,,,,,,51085.563,51085.563
MAC,1996,,,56472.961,,,,,,51085.563,51085.563
MAC,1997,,,55196.016,,,,,,51085.563,51085.563
MAC,1998,,,51609.883,,,,,,51085.563,51085.563
MAC,1999,,,49336.719,,,,,,51085.563,51085.563
MAC,2000,,,51027.559,,,,,,51085.563,51085.563
MAC,2001,,,51283.813,,,,,,51085.563,51085.563
MAC,2002,,,54498.781,,,,,,51085.563,51085.563
MAC,2003,,,59342.93,,,,,,51085.563,51085.563
MAC,2004,,,73322.93,,,,,,51085.563,51085.563
MAC,2005,,,77395.68,,,,,,51085.563,51085.563
MAC,2006,,,85814.711,,,,,,51085.563,51085.563
MAC,2007,,,96154.352,,,,,,51085.563,51085.563
MAC,2008,,,97345.219,,,,,,51085.563,51085.563
MAC,2009,,,96493.797,,,,,,51085.563,51085.563
MAC,2010,,,118085.57,,,,,,51085.563,51085.563
MAC,2011,,,140321.91,,,,,,51085.563,51085.563
MAC,2012,,,149702.44,,,,,,51085.563,51085.563
MAC,2013,,,161971.47,,,,,,51085.563,51085.563
MAC,2014,,,155201.73,,,,,,51085.563,51085.563
MAC,2015,,,119406.92,,,,,,51085.563,51085.563
MAC,2016,,,116519.51,,,,,,51085.563,51085.563
MAC,2017,,,126144.1,,,,,,51085.563,51085.563
MAC,2018,,,132373.55,,,,,,51085.563,51085.563
MAC,2019,,,127272.55,,,,,,51085.563,51085.563
MAC,2020,,,57728.988,,,,,,51085.563,51085.563
MAC,2021,,,67178.742,,,,,,51085.563,51085.563
MAC,2022,,,51085.563,51085.563,4.210067272186279,4.2100673,4.2100673,4.2100673,51085.563,51085.563
MAC,2023,,,78688.195,51085.563,,4.2812433,4.1284094,4.2812433,51085.563,51085.563
MAC,2024,,,100645.78,51085.563,,4.353622,4.0483356,4.353622,51085.563,51085.563
MAC,2025,,,111075.69,51085.563,,4.4272246,3.9698143,4.4272246,51085.563,51085.563
MAC,2026,,,116268.37,51085.563,,4.5020719,3.8928163,4.5020719,51085.563,51085.563
MAC,2027,,,119337.55,51085.563,,4.5781841,3.8173118,4.5781841,51085.563,51085.563
MAC,2028,,,122487.74,51085.563,,4.6555834,3.7432716,4.6555834,51085.563,51085.563
MAC,2029,,,125721.09,51085.563,,4.7342911,3.6706676,4.7342911,51085.563,51085.563
MAC,2030,,,129039.8,51085.563,,4.8143291,3.5994718,4.8143291,51085.563,51085.563
MAC,2031,,,132446.11,51085.563,,4.895721,3.5296569,4.895721,51085.563,51085.563
MAC,2032,,,135942.34,51085.563,,4.978488,3.4611962,4.978488,51085.563,51085.563
MAC,2033,,,139530.86,51085.563,,5.062655,3.3940632,5.062655,51085.563,51085.563
MAC,2034,,,143214.11,51085.563,,5.1482444,3.3282323,5.1482444,51085.563,51085.563
MAC,2035,,,146994.59,51085.563,,5.235281,3.2636783,5.235281,51085.563,51085.563
MAC,2036,,,150874.86,51085.563,,5.3237891,3.2003765,5.3237891,51085.563,51085.563
MAC,2037,,,154857.56,51085.563,,5.4137936,3.1383023,5.4137936,51085.563,51085.563
MAC,2038,,,158945.39,51085.563,,5.5053196,3.0774322,5.5053196,51085.563,51085.563
MAC,2039,,,163141.13,51085.563,,5.598393,3.0177426,5.598393,51085.563,51085.563
MAC,2040,,,167447.63,51085.563,,5.6930399,2.9592109,5.6930399,51085.563,51085.563
MAC,2041,,,171867.8,51085.563,,5.7892866,2.9018145,5.7892866,51085.563,51085.563
MAC,2042,,,176404.66,51085.563,,5.8871608,2.8455312,5.8871608,51085.563,51085.563
MAC,2043,,,181061.28,51085.563,,5.9866896,2.7903397,5.9866896,51085.563,51085.563
MAC,2044,,,185840.83,51085.563,,6.0879011,2.7362187,6.0879011,51085.563,51085.563
MAC,2045,,,190746.53,51085.563,,6.1908236,2.6831474,6.1908236,51085.563,51085.563
MAC,2046,,,195781.73,51085.563,,6.295486,2.6311057,6.295486,51085.563,51085.563
MAC,2047,,,200949.86,51085.563,,6.4019184,2.5800731,6.4019184,51085.563,51085.563
MAC,2048,,,206254.41,51085.563,,6.5101495,2.5300305,6.5101495,51085.563,51085.563
MAC,2049,,,211698.98,51085.563,,6.6202106,2.4809585,6.6202106,51085.563,51085.563
MAC,2050,,,217287.28,51085.563,,6.7321324,2.4328382,6.7321324,51085.563,51085.563
MAF,1991,,,,,,,,,,
MAF,1992,,,,,,,,,,
MAF,1993,,,,,,,,,,
MAF,1994,,,,,,,,,,
MAF,1995,,,,,,,,,,
MAF,1996,,,,,,,,,,
MAF,1997,,,,,,,,,,
MAF,1998,,,,,,,,,,
MAF,1999,,,,,,,,,,
MAF,2000,,,,,,,,,,
MAF,2001,,,,,,,,,,
MAF,2002,,,,,,,,,,
MAF,2003,,,,,,,,,,
MAF,2004,,,,,,,,,,
MAF,2005,,,,,,,,,,
MAF,2006,,,,,,,,,,
MAF,2007,,,,,,,,,,
MAF,2008,,,,,,,,,,
MAF,2009,,,,,,,,,,
MAF,2010,,,,,,,,,,
MAF,2011,,,,,,,,,,
MAF,2012,,,,,,,,,,
MAF,2013,,,,,,,,,,
MAF,2014,,,,,,,,,,
MAF,2015,,,,,,,,,,
MAF,2016,,,,,,,,,,
MAF,2017,,,,,,,,,,
MAF,2018,,,,,,,,,,
MAF,2019,,,,,,,,,,
MAF,2020,,,,,,,,,,
MAF,2021,,,,,,,,,,
MAF,2022,,,,,4.126339912414551,4.1263399,4.1263399,4.1263399,,
MAF,2023,,,,,,4.1096644,4.0463061,4.1096644,,
MAF,2024,,,,,,4.0930562,3.9678245,4.0930562,,
MAF,2025,,,,,,4.0765152,3.8908651,4.0765152,,
MAF,2026,,,,,,4.0600414,3.8153982,4.0600414,,
MAF,2027,,,,,,4.0436339,3.7413952,4.0436339,,
MAF,2028,,,28988.555,26029.123,,4.0272923,3.6688275,4.0272923,,
MAF,2029,,,29401.961,26029.123,,4.0110173,3.5976675,4.0110173,,
MAF,2030,,,29821.264,26029.123,,3.9948077,3.5278876,3.9948077,,
MAF,2031,,,30246.547,26029.123,,3.9786639,3.4594612,3.9786639,,
MAF,2032,,,30677.895,26029.123,,3.9625852,3.3923619,3.9625852,,
MAF,2033,,,31115.393,26029.123,,3.9465714,3.3265641,3.9465714,,
MAF,2034,,,31559.131,26029.123,,3.9306223,3.2620423,3.9306223,,
MAF,2035,,,32009.197,26029.123,,3.9147377,3.1987722,3.9147377,,
MAF,2036,,,32465.682,26029.123,,3.8989174,3.1367292,3.8989174,,
MAF,2037,,,32928.676,26029.123,,3.8831611,3.0758896,3.8831611,,
MAF,2038,,,33398.273,26029.123,,3.8674684,3.0162301,3.8674684,,
MAF,2039,,,33874.566,26029.123,,3.8518388,2.9577277,3.8518388,,
MAF,2040,,,34357.652,26029.123,,3.8362727,2.9003599,3.8362727,,
MAF,2041,,,34847.629,26029.123,,3.8207695,2.8441048,3.8207695,,
MAF,2042,,,35344.594,26029.123,,3.8053288,2.7889409,3.8053288,,
MAF,2043,,,35848.645,26029.123,,3.7899506,2.7348471,3.7899506,,
MAF,2044,,,36359.883,26029.123,,3.7746346,2.6818025,3.7746346,,
MAF,2045,,,36878.414,26029.123,,3.7593803,2.6297867,3.7593803,,
MAF,2046,,,37404.34,26029.123,,3.7441878,2.5787799,3.7441878,,
MAF,2047,,,37937.766,26029.123,,3.7290568,2.5287623,3.7290568,,
MAF,2048,,,38478.797,26029.123,,3.7139866,2.4797149,3.7139866,,
MAF,2049,,,39027.543,26029.123,,3.6989777,2.4316187,3.6989777,,
MAF,2050,,,39584.117,26029.123,,3.6840293,2.3844554,3.6840293,,
MAR,1991,4.380891799926758,,4018.3323,,.84,,,,7396.7798,7396.7798
MAR,1992,5.968188762664795,,3864.5347,,.88,,,,7396.7798,7396.7798
MAR,1993,7.838351249694824,,3770.3127,,.9,,,,7396.7798,7396.7798
MAR,1994,5.891829490661621,,4101.5757,,.96,,,,7396.7798,7396.7798
MAR,1995,8.622879028320313,,3820.3296,,.99,,,,7396.7798,7396.7798
MAR,1996,6.415560722351074,,4231.2627,,.96,,,,7396.7798,7396.7798
MAR,1997,8.501890182495117,,4108.7764,,.99,,,,7396.7798,7396.7798
MAR,1998,8.257259368896484,,4349.3794,,1,,,,7396.7798,7396.7798
MAR,1999,8.278079986572266,,4341.5942,,1.05,,,,7396.7798,7396.7798
MAR,2000,8.004477500915527,,4370.5625,,1.05,,,,7396.7798,7396.7798
MAR,2001,7.944390773773193,,4633.9414,,1.13,,,,7396.7798,7396.7798
MAR,2002,7.467632293701172,,4721.6924,,1.16,,,,7396.7798,7396.7798
MAR,2003,6.355754852294922,,4944.1201,,1.13,,,,7396.7798,7396.7798
MAR,2004,5.682242393493652,,5120.5483,,1.25,,,,7396.7798,7396.7798
MAR,2005,5.35926342010498,,5227.2793,,1.32,,,,7396.7798,7396.7798
MAR,2006,4.639820575714111,,5557.7476,,1.35,,,,7396.7798,7396.7798
MAR,2007,4.18797779083252,,5686.9189,,1.36,,,,7396.7798,7396.7798
MAR,2008,3.057079315185547,,5952.334,,1.4,,,,7396.7798,7396.7798
MAR,2009,2.616863012313843,,6128.7813,,1.38,,,,7396.7798,7396.7798
MAR,2010,2.309476137161255,,6281.1235,,1.46,,,,7396.7798,7396.7798
MAR,2011,1.967707276344299,,6522.02,,1.58,,,,7396.7798,7396.7798
MAR,2012,1.703978657722473,,6625.104,,1.6,,,,7396.7798,7396.7798
MAR,2013,1.54316520690918,,6827.8525,,1.56,,,,7396.7798,7396.7798
MAR,2014,1.407207012176514,,6911.8032,,1.6,,,,7396.7798,7396.7798
MAR,2015,1.368245482444763,,7126.2842,,1.62,,,,7396.7798,7396.7798
MAR,2016,1.241158246994019,,7105.856,,1.6,,,,7396.7798,7396.7798
MAR,2017,1.051038026809692,,7312.0566,,1.66,,,,7396.7798,7396.7798
MAR,2018,.923188328742981,,7446.936,,1.68,,,,7396.7798,7396.7798
MAR,2019,.923188328742981,,7546.7549,,1.84,,,,7396.7798,7396.7798
MAR,2020,,,6986.2837,,,,,,7396.7798,7396.7798
MAR,2021,,,7412.6729,,,,,,7396.7798,7396.7798
MAR,2022,1,1,7396.7798,7396.7798,1.718193054199219,1.7181931,1.7181931,1.7181931,7396.7798,7396.7798
MAR,2023,,,7554.7085,7396.7798,,1.7220489,1.6980976,1.7220489,7396.7798,7396.7798
MAR,2024,,,7705.7422,7396.7798,,1.7259134,1.6782373,1.7259134,7396.7798,7396.7798
MAR,2025,,,7867.0518,7396.7798,,1.7297865,1.6586092,1.7297865,7396.7798,7396.7798
MAR,2026,,,8049.3921,7396.7798,,1.7336684,1.6392107,1.7336684,7396.7798,7396.7798
MAR,2027,,,8247.7148,7396.7798,,1.737559,1.620039,1.737559,7396.7798,7396.7798
MAR,2028,,,8450.9238,7396.7798,,1.7414583,1.6010916,1.7414583,7396.7798,7396.7798
MAR,2029,,,8659.1396,7396.7798,,1.7453663,1.5823658,1.7453663,7396.7798,7396.7798
MAR,2030,,,8872.4854,7396.7798,,1.7492832,1.563859,1.7492832,7396.7798,7396.7798
MAR,2031,,,9091.0879,7396.7798,,1.7532088,1.5455687,1.7532088,7396.7798,7396.7798
MAR,2032,,,9315.0762,7396.7798,,1.7571431,1.5274922,1.7571431,7396.7798,7396.7798
MAR,2033,,,9544.583,7396.7798,,1.7610865,1.5096272,1.7610865,7396.7798,7396.7798
MAR,2034,,,9779.7441,7396.7798,,1.7650385,1.4919711,1.7650385,7396.7798,7396.7798
MAR,2035,,,10020.7,7396.7798,,1.7689995,1.4745215,1.7689995,7396.7798,7396.7798
MAR,2036,,,10267.593,7396.7798,,1.7729694,1.4572761,1.7729694,7396.7798,7396.7798
MAR,2037,,,10520.568,7396.7798,,1.7769481,1.4402323,1.7769481,7396.7798,7396.7798
MAR,2038,,,10779.776,7396.7798,,1.7809358,1.4233878,1.7809358,7396.7798,7396.7798
MAR,2039,,,11045.371,7396.7798,,1.7849325,1.4067403,1.7849325,7396.7798,7396.7798
MAR,2040,,,11317.51,7396.7798,,1.788938,1.3902876,1.788938,7396.7798,7396.7798
MAR,2041,,,11596.354,7396.7798,,1.7929527,1.3740273,1.7929527,7396.7798,7396.7798
MAR,2042,,,11882.067,7396.7798,,1.7969763,1.3579571,1.7969763,7396.7798,7396.7798
MAR,2043,,,12174.82,7396.7798,,1.8010089,1.3420749,1.8010089,7396.7798,7396.7798
MAR,2044,,,12474.786,7396.7798,,1.8050506,1.3263785,1.8050506,7396.7798,7396.7798
MAR,2045,,,12782.143,7396.7798,,1.8091013,1.3108656,1.8091013,7396.7798,7396.7798
MAR,2046,,,13097.072,7396.7798,,1.8131613,1.2955341,1.8131613,7396.7798,7396.7798
MAR,2047,,,13419.761,7396.7798,,1.8172302,1.280382,1.8172302,7396.7798,7396.7798
MAR,2048,,,13750.399,7396.7798,,1.8213083,1.2654076,1.8213083,7396.7798,7396.7798
MAR,2049,,,14089.185,7396.7798,,1.8253955,1.2506082,1.8253955,7396.7798,7396.7798
MAR,2050,,,14436.317,7396.7798,,1.829492,1.2359821,1.829492,7396.7798,7396.7798
MCO,1991,,,,,,,,,,
MCO,1992,,,,,,,,,,
MCO,1993,,,,,,,,,,
MCO,1994,,,,,,,,,,
MCO,1995,,,,,,,,,,
MCO,1996,,,,,,,,,,
MCO,1997,,,,,,,,,,
MCO,1998,,,,,,,,,,
MCO,1999,,,,,,,,,,
MCO,2000,,,,,,,,,,
MCO,2001,,,,,,,,,,
MCO,2002,,,,,,,,,,
MCO,2003,,,,,,,,,,
MCO,2004,,,,,,,,,,
MCO,2005,,,,,,,,,,
MCO,2006,,,,,,,,,,
MCO,2007,,,,,,,,,,
MCO,2008,,,,,,,,,,
MCO,2009,,,,,,,,,,
MCO,2010,,,,,,,,,,
MCO,2011,,,,,,,,,,
MCO,2012,,,,,,,,,,
MCO,2013,,,,,,,,,,
MCO,2014,,,,,,,,,,
MCO,2015,,,,,,,,,,
MCO,2016,,,,,,,,,,
MCO,2017,,,,,,,,,,
MCO,2018,,,,,,,,,,
MCO,2019,,,,,,,,,,
MCO,2020,,,,,,,,,,
MCO,2021,,,,,,,,,,
MCO,2022,,,,,6.119815826416016,6.1198158,6.1198158,6.1198158,,
MCO,2023,,,,,,6.0950842,6.0011168,6.0950842,,
MCO,2024,,,,,,6.0704527,5.8847198,6.0704527,,
MCO,2025,,,,,,6.0459204,5.7705808,6.0459204,,
MCO,2026,,,,,,6.0214877,5.6586552,6.0214877,,
MCO,2027,,,,,,5.9971533,5.5489006,5.9971533,,
MCO,2028,,,49457.113,46197.5,,5.9729176,5.4412746,5.9729176,,
MCO,2029,,,50028.82,46197.5,,5.9487796,5.3357363,5.9487796,,
MCO,2030,,,50607.137,46197.5,,5.9247394,5.232245,5.9247394,,
MCO,2031,,,51192.137,46197.5,,5.9007959,5.1307611,5.9007959,,
MCO,2032,,,51783.898,46197.5,,5.8769493,5.0312457,5.8769493,,
MCO,2033,,,52382.5,46197.5,,5.8531995,4.93366,5.8531995,,
MCO,2034,,,52988.023,46197.5,,5.829545,4.8379674,5.829545,,
MCO,2035,,,53600.547,46197.5,,5.8059864,4.7441311,5.8059864,,
MCO,2036,,,54220.148,46197.5,,5.7825232,4.6521144,5.7825232,,
MCO,2037,,,54846.914,46197.5,,5.7591548,4.5618825,5.7591548,,
MCO,2038,,,55480.926,46197.5,,5.7358809,4.4734006,5.7358809,,
MCO,2039,,,56122.266,46197.5,,5.7127008,4.3866353,5.7127008,,
MCO,2040,,,56771.02,46197.5,,5.6896143,4.3015528,5.6896143,,
MCO,2041,,,57427.273,46197.5,,5.6666212,4.2181201,5.6666212,,
MCO,2042,,,58091.113,46197.5,,5.6437211,4.1363063,5.6437211,,
MCO,2043,,,58762.625,46197.5,,5.6209135,4.0560789,5.6209135,,
MCO,2044,,,59441.898,46197.5,,5.5981979,3.9774077,5.5981979,,
MCO,2045,,,60129.027,46197.5,,5.5755744,3.9002624,5.5755744,,
MCO,2046,,,60824.098,46197.5,,5.5530424,3.8246133,5.5530424,,
MCO,2047,,,61527.203,46197.5,,5.530601,3.7504315,5.530601,,
MCO,2048,,,62238.438,46197.5,,5.5082507,3.6776886,5.5082507,,
MCO,2049,,,62957.891,46197.5,,5.4859905,3.6063566,5.4859905,,
MCO,2050,,,63685.66,46197.5,,5.4638205,3.5364082,5.4638205,,
MDA,1991,2.138037443161011,,12113.099,,8.59,,,,14491.962,14491.962
MDA,1992,4.423149108886719,,8442.6133,,6.98,,,,14491.962,14491.962
MDA,1993,4.543459892272949,,8362.9775,,5.98,,,,14491.962,14491.962
MDA,1994,11.52609348297119,,5772.2861,,4.9,,,,14491.962,14491.962
MDA,1995,23.95499610900879,,5696.1582,,4.29,,,,14491.962,14491.962
MDA,1996,16.52682113647461,,5372.1387,,3.74,,,,14491.962,14491.962
MDA,1997,13.00948047637939,,5480.8545,,3.4,,,,14491.962,14491.962
MDA,1998,24.04740142822266,,5124.355,,3.09,,,,14491.962,14491.962
MDA,1999,33.50885391235352,,4959.5352,,2.64,,,,14491.962,14491.962
MDA,2000,31.08438110351563,,5074.377,,2.46,,,,14491.962,14491.962
MDA,2001,23.2557258605957,,5395.9673,,2.57,,,,14491.962,14491.962
MDA,2002,13.55862236022949,,5830.3389,,2.64,,,,14491.962,14491.962
MDA,2003,5.608705520629883,,6232.667,,2.85,,,,14491.962,14491.962
MDA,2004,6.550408840179443,,6710.4692,,2.87,,,,14491.962,14491.962
MDA,2005,10.87485980987549,,7231.3286,,3.01,,,,14491.962,14491.962
MDA,2006,1.962539672851563,,7599.5249,,2.88,,,,14491.962,14491.962
MDA,2007,.9524416923522949,,7845.6694,,2.87,,,,14491.962,14491.962
MDA,2008,.9574248790740967,,8473.748,,2.85,,,,14491.962,14491.962
MDA,2009,.6580167412757874,,7975.3843,,2.79,,,,14491.962,14491.962
